reporter	gene	a15234.R	a15234.G	a15235.R	a15235.G	a15236.R	a15236.G	a15237.R	a15237.G	a15238.R	a15238.G	a15239.R	a15239.G	a15240.R	a15240.G	a15241.R	a15241.G	a15242.R	a15242.G	a15243.R	a15243.G	a15244.R	a15244.G	a15245.R	a15245.G	a15246.R	a15246.G	a15247.R	a15247.G	a15248.R	a15248.G	a15249.R	a15249.G	a15250.R	a15250.G	a15251.R	a15251.G	a15252.R	a15252.G	a15253.R	a15253.G
PU10549	I023P57	52228.5	59375.5	61782	65535	11	48.5	0	40	49526.5	49495.5	65535	59067	18	60	65.5	96	65535	62651	42913.5	48289	30.5	65.5	6.5	81	53616	51078.5	46.5	113.5	132	139.5	1	46.5	58595	62944.5	70	297	48.5	225	0	129
PU10357	I023P48	1420.5	2029.5	2761.5	3163.5	97	226.5	26	208	1946	1953.5	1774.5	1291	137.5	188	225	350	2813.5	2499.5	1461.5	1872.5	6.5	68	49	127	1702.5	1502.5	193	105	162	74	39.5	30	1870	2098.5	103	340	126	304.5	139	336
PU10543	I023P02	47167	54274.5	59281.5	60966.5	0	20.5	3	71	42050.5	42041	65535	51364.5	35.5	102.5	59.5	61	58551.5	52018	37237	45132	83	115	13.5	23	45630	43476	51	105	144.5	143	1	38.5	54238	59172.5	78.5	485.5	57.5	279.5	0	187.5
PU10351	I022P59	1962.5	2452.5	3696.5	3807	0	63	0	51.5	2295.5	2453	2403.5	1693	0	28	35	113	3796.5	3280.5	1771	2068	0	24.5	0	17	2093	1822	12.5	19	12.5	11.5	0	1.5	2177	2319	0	101	0	83.5	0	70
PU10177	I011P12	65535	65535	65535	65535	309	318.5	182.5	279.5	63768	63621	65535	65535	284	270.5	508.5	289	55875	65508	61195	65422.5	246	160	256.5	158	65535	65355	495	509.5	520	483.5	93	186.5	65535	65535	232	2072	391	2075	326	1905
PU09985	I010P59	1072	1260.5	2201	2134.5	174.5	248.5	94	341	1135.5	1051.5	1572.5	1012.5	134.5	285.5	372.5	334.5	1297.5	1689.5	1200.5	1492	100	120	92	84.5	1497.5	1270.5	270.5	251	335	180.5	98	86.5	1450.5	1605.5	75.5	802	283	888.5	210	799.5
PU10171	I009P92	48373.5	58019.5	60373.5	61318.5	0	8	0	10	42196	42302.5	57786.5	44161.5	0	22	21.5	34	41815.5	46824.5	39615.5	45723	0	25	0	14.5	45719.5	41767	0	58.5	15.5	37.5	0	21.5	46886	51853	0	61.5	0	42	0	18
PU09979	I009P71	52183	59459.5	62958.5	63642	152.5	347	99.5	434	42608.5	43455.5	65535	51405.5	127.5	333.5	316	437.5	65181.5	55530	40180	45789	55.5	98.5	62	88	49681	46339.5	253.5	207	282.5	176.5	55	56.5	59644	62089.5	181.5	497	219.5	302	123	223.5
PU10165	I008P74	3012	3524	5369.5	4944.5	1	39.5	0	115	3004.5	3212	2617.5	2093.5	0	71	67	175	5171	4182	2243	2569.5	11	60	0	12	2805	2348.5	19	50	42	60	0	10	2627.5	2824	0	109.5	7.5	89	0	65
PU09973	I008P57	28609	35613.5	38919.5	40157.5	0	22	0	37.5	22668	24991.5	36154	29025	10	59.5	11.5	65	35717	31204	19408	25694	0	53.5	0	12.5	26213.5	25418.5	6.5	63.5	11	62.5	0	20	26290	28579.5	18	94	0	61	0	42.5
PU10159	I007P65	25341.5	31791	34962.5	35095	87.5	161	38	121	21649.5	22635	33715	26771	115.5	142.5	213.5	178	29179	28091	18111	22016	67.5	84	114.5	112.5	24819.5	23902.5	209.5	574.5	191.5	355.5	39	269.5	25974.5	27488	108.5	410	136	323.5	105.5	346.5
PU09967	I007P44	4023.5	5632	6448.5	7024	7933.5	12810.5	5446	9355	4235.5	5629	4543	4254.5	7463	11114	10753.5	10414.5	6111.5	7301.5	2579.5	3536.5	4353	5271	7648.5	9162	4029	3762.5	10997.5	13588	10363.5	9288.5	6182.5	7758	4398	3868.5	6640.5	5148.5	9477	4650.5	8765.5	5070
PU09802	C091P86	9879.5	11312.5	17088.5	14663.5	611.5	1031	499	1427.5	9295.5	7879.5	15315.5	10591.5	704.5	1180.5	1008	1564	14723	11193.5	9114.5	9019	606.5	567	698.5	598	11471	9002.5	789.5	693	990.5	648.5	452	397.5	14080.5	12157	749.5	1258.5	842.5	852.5	628.5	593
PU09644	C091P67	7129.5	8095.5	11448	10051.5	2333.5	2180.5	1634.5	1493	6608	5700.5	12631	8013.5	2232.5	2173	3424.5	1660	10390.5	8415	6388	7107.5	1453.5	1881	1566.5	2896	8162.5	7125.5	2926.5	7028.5	2956.5	4824	1806.5	4435	10270	8961.5	2003.5	2269	2693.5	1658	2395	1482.5
PU09796	C090P87	7500	8205.5	10176.5	9245.5	413	694.5	313	804.5	6642.5	5257.5	13112	7654.5	473.5	859.5	665	697	10252.5	7557	6347.5	6497.5	564.5	575	332	447	8284.5	6228.5	512	513.5	734.5	562	249.5	296	10129	8639.5	536.5	1440	606	1016	333.5	771
PU09638	C090P78	782	1118.5	1341.5	1494.5	1642	3565	972.5	2661.5	753.5	1039.5	1191.5	1036	1833	3199.5	2093	3006.5	1442.5	1449	680	828.5	1032	1010	1791	1913	994.5	728	1885.5	978	2160	875.5	1218	603	1192.5	1153.5	1598.5	1809.5	1545	1092.5	1768.5	1246
PU09790	C090P10	151.5	280	445	424.5	807.5	1391	588	1294	215.5	284	341	185.5	889.5	1808	1156	1188.5	234	450	190.5	359	788.5	946.5	732	1004	277	213.5	986	963	1356	1054	525.5	568.5	318.5	382.5	933	1705	1063	1129	763.5	835
PU09632	C090P04	10759.5	11548.5	14727.5	12731	582.5	1163	420	1523	9135.5	7578	15222.5	9694	790.5	1410.5	928.5	1453	8704.5	9042	8857.5	9734	707	696	475	540	11802.5	8737.5	818	562	1055.5	668	426	363	12110.5	10971.5	696.5	1704.5	843	1122.5	548.5	822
PU09784	C087P77	210	365.5	613.5	821	657.5	1172.5	458.5	1012.5	322.5	523.5	295	262.5	619.5	1122.5	971.5	959	619	1602	282	393	375.5	482.5	538.5	686.5	386	275.5	949.5	726	773	510	418	342.5	465.5	621.5	481.5	1196	818.5	1107.5	748	1166.5
PU09626	C087P36	60.5	156.5	273.5	288	0	76	0	104	94	178	123	16.5	100	166.5	123.5	145	268	305.5	111.5	171	61.5	106	0	53	182.5	125	54	134	113	140.5	8.5	62	221	341	104	404.5	71.5	186	0	83.5
PU09476	C061P15	95	203.5	470	388	8.5	87.5	28.5	167	138.5	196	199.5	113	133	256	149.5	179	401.5	332	188	246.5	106	133.5	0	59	204	164.5	52.5	152.5	204	218.5	10	80.5	319	391	123	546	107	270	11.5	137.5
PU09284	C060P76	31525.5	35702	42275.5	38741	550.5	1006.5	434.5	860	26189	26955	35783.5	27033	575	987	925.5	933	36923.5	30838	23881.5	29420.5	395.5	548.5	594	810.5	28661.5	24935.5	837.5	972.5	816.5	712	400	464.5	30233.5	31948	425	615.5	729	457.5	593	383
PU09470	C059P75	19190.5	22140.5	24060	23653	91.5	208	103.5	428.5	16385.5	16158.5	24389.5	17393	205.5	388	275	462.5	23273.5	19839	14610	16846.5	218	295	118	135.5	18915.5	15581.5	184.5	213	302	280.5	60.5	113.5	20228	19254	281.5	655.5	215.5	498	55.5	212.5
PU09278	C059P65	1391.5	1104	2253.5	1671.5	6398	2989	4261.5	1277.5	1635.5	1516	1878	918	5957.5	2745	8839	1661	2368	2281	876	1070	3436.5	2274	6086	3994.5	1846.5	3332	8327	27831.5	7819.5	19109	4612	15104	1998	2781.5	5350	9031.5	7033.5	8003.5	6180	8736
PU09464	C058P15	405	618.5	975	1044	703.5	1378	577	1293.5	538	611.5	756.5	511.5	832.5	1533.5	1131.5	1387.5	829	777.5	532	629	633.5	695	804.5	909.5	624	450	894	905.5	1116.5	819	496.5	474.5	841.5	817	889.5	1398.5	994.5	1008.5	758.5	936
PU09272	C058P04	9550.5	10438.5	13385	13387.5	236	452	224.5	467	8582.5	7466	15598	10319	304	554.5	455	482.5	14542	10921	8396.5	9141.5	281	322.5	173.5	318	10846.5	8696	338.5	435.5	441	450	140.5	201.5	12537	11414.5	366	854.5	372	538	187.5	358
PU09458	C057P01	139	257	482.5	561.5	228	573.5	139.5	511	274	381.5	243.5	64	261.5	564.5	423	636	439	466.5	170.5	286	174	197.5	179.5	188.5	193.5	155.5	338.5	172.5	388.5	196	139.5	89	320.5	430.5	297	636	287.5	492	251.5	365.5
PU09266	C056P67	352.5	547.5	873	950	2056	2848.5	1116	2140	427	642	663.5	539	2167.5	2710.5	2914	2727.5	784.5	960.5	330	496.5	1225.5	1354.5	1969	2172	524	356	2537.5	1245	2591	1002.5	1581.5	796	707.5	1264.5	1976.5	5280	1851	3471	2070	4643.5
PU09092	C035P01	5314.5	5958.5	9129.5	7830	499.5	819	401.5	1036	5541	4753.5	6648.5	3988.5	549.5	959	819	902	5021.5	5505.5	4251	4378	447.5	448.5	494	489	5026.5	3727	707	527	856	549.5	356	285.5	4724	4408.5	542	1468	705	1160.5	624.5	1065.5
PU08901	C034P60	842	1019.5	1318.5	1319.5	86.5	229.5	73.5	291	781	763.5	1504	878	235.5	447	239.5	279	781	976.5	779	1045.5	127.5	239.5	89.5	144	1068.5	897	214	245.5	228.5	187.5	92	133	980	1128.5	77.5	481	92	229.5	59	157
PU09086	C033P34	67.5	145.5	300	289	117.5	255.5	110.5	336.5	93.5	117.5	109.5	2.5	285	534.5	290	291.5	510.5	1366	131.5	187.5	331	307.5	107.5	141.5	189	162.5	162	278.5	376.5	295	85	180.5	270	363.5	231	841	253	469.5	73.5	200
PU08895	C033P18	1576	481	2545	816	9326.5	265	6697.5	204	1392	567.5	1907.5	310	8385	278	14279.5	216	2048.5	2936	1028	1542	4868	5269.5	6767	8946.5	2028.5	4751.5	11276.5	46206	11524.5	34006.5	5641	22921	2330	1465.5	6035	4199	11552.5	4089	8987	4230
PU09080	C032P23	165	314	483	540	307.5	659	211	610	165.5	254	209	161.5	365.5	688.5	565.5	617	432.5	462	148.5	250.5	219	245.5	158.5	288.5	198.5	169.5	443	369.5	559.5	326.5	200.5	163.5	301.5	531.5	265.5	781.5	427.5	618	260	541
PU08889	C031P65	760	849	1437.5	1152.5	1490.5	1016.5	1014.5	576	697.5	674.5	1021.5	590	1566	1136	2280.5	499.5	1443	1318	679.5	886	960	1180.5	1419.5	1901	1014.5	1011.5	1902	3738.5	2014.5	2797.5	1001.5	2008	1226	1771	1050.5	4895.5	1769	4396.5	1580	4917
PU09074	C031P03	13318.5	13655	20452.5	16437.5	4410	2939	3220.5	1998.5	11183.5	9417.5	15926.5	11074.5	4360.5	2638.5	6345.5	2148	15484.5	12819.5	10187.5	10246	2352	2555	4514.5	4998.5	12076.5	10479	5015.5	14654	5267.5	10464.5	2811	7848	16250	14177.5	3512.5	4681.5	4755.5	3853	4784.5	4696
PU08883	C030P69	4037	4765	5731.5	5480	3835	5151	2540	5516.5	3571.5	3550.5	5314	4076	4133.5	5284.5	5350.5	6660	5655	4521.5	2966.5	3420.5	2035.5	1776	4087	3436.5	4097.5	3324	5147	2369	5269	1937	2756.5	1317.5	4614.5	4884	3346.5	8548	4337.5	7516	4313.5	9018.5
PU08709	C013P15	193	329.5	609	869.5	419.5	829.5	377	954	303.5	429.5	253.5	132.5	564.5	1041	725.5	971.5	523	548.5	235	349.5	433.5	474	478	533.5	287	231.5	575	389.5	764.5	469.5	309	225.5	426	477	570.5	1200	610	761	450	635
PU08518	C013P04	493	619	860	965.5	1690.5	2838	1199	1919	496.5	656.5	527.5	332	1877.5	2654.5	2521.5	2114	874	1128.5	323.5	590.5	1040.5	1429	1837	2755	549	532.5	2129.5	2615	2254	1962	1107.5	1644.5	775.5	829	1579.5	2307.5	1849	1530	2077.5	1855.5
PU08703	C011P63	2413	2815.5	4302.5	4119	555.5	903	416	766.5	2877.5	2779.5	1682.5	1045	653	951	850.5	795	3951	3356	1979	2255.5	430.5	490.5	600.5	734.5	2339.5	1860.5	638.5	793.5	797.5	706.5	359.5	476	2632	2826	520.5	1633.5	613	1214	572.5	1495
PU08512	C011P51	307.5	484	964.5	1327	259.5	456.5	148	466.5	595	836.5	391.5	203	329.5	551	473.5	544.5	818	868.5	394.5	570.5	219.5	278	263	345	393.5	337	330.5	407	468	317.5	143	176	555.5	718.5	332.5	772	321	530.5	260	526.5
PU08697	C010P45	759	1455.5	1680	2370.5	2461.5	3335.5	2840.5	8943.5	976	1083	817.5	632.5	2488	3517	3733	7180	835.5	1349.5	521.5	769.5	1861	1587	3086	2262.5	784.5	515	2576.5	1767	3524	1672	1518.5	962.5	872.5	829.5	2049	3695	3053	2880.5	3125	3975
PU08506	C009P61	193	299.5	599	657	564.5	971	410.5	1077.5	278	375.5	284.5	186	553	1069	835	1044	315	804.5	205.5	304	499.5	548.5	523	579	294.5	296	654.5	565.5	901	631	333.5	275.5	399.5	489.5	534.5	1409.5	764.5	1138	566.5	997.5
PU08692	C007P67	883.5	1239.5	2002	2163	668.5	1012.5	448.5	990	1255	1379.5	682.5	355.5	694	1014.5	979	944	1206	1765.5	766.5	987.5	498	527.5	587.5	691.5	807	639.5	859	702	988	642	435	328	985.5	1203	583.5	1534.5	841.5	1281.5	703.5	1188.5
PU08500	C007P48	3728	4251.5	6169	5992.5	740.5	1221.5	578	1321	3711	4065.5	2537.5	1800.5	791.5	1111	1198.5	1307	4872.5	4375.5	3029.5	3270.5	541.5	565	720	712	3591.5	2792	988	970.5	1083.5	754.5	501	508	4599	4396.5	620	2296	893	2015.5	791	2101.5
PU08329	G128P38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PU08149	G128P13	259.5	322.5	485.5	487.5	1264.5	1614	825.5	1011.5	213.5	340	361.5	309.5	1126	1274	1847	1236	542	803	84	281.5	615	897.5	1131.5	1614	268	150.5	1703.5	994.5	1586	642	910	445	451.5	1225	850.5	3717	1413.5	3438	1366.5	3988
PU08323	G127P05	0	15	46.5	60	0	4	0	12.5	0	22	17	0	0	11.5	0	33.5	33.5	82	0	44	0	52	0	15.5	2	51.5	0	104	0	36	0	35	13.5	113.5	0	36	0	39.5	0	18.5
PU08143	G126P93	123.5	228	329.5	298.5	950.5	1428	604.5	902	169	285.5	323.5	233	907	1264	1403.5	1179	315	486.5	73	177	488.5	558.5	934	1121.5	214.5	196	1274.5	1455	1263.5	1015	569.5	732	313	724.5	673	2396.5	1091.5	2216	1028	2530.5
PU08317	G126P22	1457.5	1405.5	2609.5	2104.5	10673.5	10020	8484	5146.5	1480	1796	2022	1607	11348	10026	17190.5	6562	2408	4115.5	895	1866.5	7720	13029	10221.5	16292.5	1759.5	3466	11955.5	32157	12076	23560.5	7288.5	19627.5	1935.5	799.5	10874.5	3058.5	12127.5	2219.5	11825.5	2383
PU08137	G126P18	0	21.5	6.5	179	77	146	41	133.5	0	39.5	28.5	0	101.5	121.5	198	248	1.5	81.5	0	22	26.5	65	47	51.5	0	29	129.5	159	131.5	94.5	6.5	75.5	15.5	153.5	96.5	248	105	182	90.5	258.5
PU08311	G125P41	1734.5	2596.5	2637	3284.5	812	2343	437.5	1160.5	1804	1980	2492	2207.5	747	2032.5	1216.5	1705.5	3077.5	2858	1583	2023	580.5	778	714	1003.5	1992.5	1801.5	1130	240.5	1159.5	189.5	645	92	2135.5	2270.5	800.5	341.5	900.5	178.5	840.5	106.5
PU08131	G125P30	1091.5	1348.5	1868.5	1885	472.5	1322	302	845	1055.5	1089	1827	1350.5	557	1235.5	746	1134	1940.5	1617	992	1217	357.5	524	524.5	620.5	1382.5	1123.5	605.5	405	736.5	274.5	355.5	213.5	1391	1447	621	649.5	531.5	404.5	552.5	402.5
PU07966	G114P73	272	399.5	639	683.5	577	104	428.5	178	323	331	521	275	565.5	259	857.5	174	447.5	720	309	396.5	471.5	304	365.5	181.5	573	739	686.5	2050.5	829.5	1798	343	1062	558	853	423	2913	666.5	2565.5	617.5	2696.5
PU07774	G114P63	193.5	368.5	436	587.5	270.5	604	175	704	206.5	287	347.5	208.5	252	594	474.5	731.5	247	554	150.5	303.5	126	132.5	175	182	388.5	283	398	298.5	407.5	217	108	99	422.5	558.5	189	596	388.5	571	369.5	632.5
PU07960	G114P20	368.5	480.5	668.5	838	1035.5	2035	717.5	1140	417.5	599.5	584.5	495.5	969	1710	1593	1124.5	472.5	1206	257	573	536.5	1200.5	1009	2223	526	467.5	1415	1435.5	1334.5	1013.5	611	633.5	555	466	832.5	84.5	1252	71	1272	52.5
PU07768	G114P10	291.5	259.5	694.5	446.5	2608.5	2191.5	1890.5	1288	355	381	549	343	2322.5	1946	3869	1328.5	525.5	1124.5	205.5	461.5	1322.5	1999.5	2430	3653.5	485.5	984.5	3538.5	8953	3410	6650.5	1699.5	4253.5	593	336.5	1931.5	916.5	3117	775.5	2976.5	875
PU07954	G113P68	217.5	427.5	525.5	600.5	740	970.5	540	814.5	256	371.5	366	241	789.5	936	1203.5	848.5	588	758	147.5	300.5	479	676.5	705.5	1036	379	465	1072.5	1591.5	1071	1229	490.5	803	513.5	707.5	577	1236.5	865.5	1030.5	847.5	1179.5
PU07762	G113P39	0	30	105	71	130.5	204	101	196.5	0	46.5	38	0	243.5	271	344	220.5	102	250	2.5	60	181	218	104.5	123.5	37	85.5	215.5	247.5	259	243.5	50.5	89	63	210	228.5	943	229.5	573.5	168	479
PU07948	G112P74	0.5	48.5	158	197	55.5	210	30	185.5	8.5	60.5	67.5	15	83.5	186	190.5	277.5	74.5	151.5	12.5	84	43	79	64.5	94	38.5	48.5	150	109.5	125	60.5	18	39	91.5	219.5	44	134.5	87.5	152	71.5	155
PU07756	G112P64	742.5	1075	1310	1394	2105	6130	1217	2639.5	816	1253.5	997	1091	2110	5475.5	2874	3302.5	1094.5	1330	476.5	675	1073.5	1266.5	2016	2471	797.5	609	2605.5	752.5	2625	591	1316.5	398	995.5	854.5	1664.5	664.5	2060.5	533.5	2272.5	413.5
PU07582	G101P72	1508.5	2060.5	2628.5	2467.5	671	1130	438	911.5	1532.5	1513.5	1860.5	1577.5	714.5	1246	1018	1129	2348	2266.5	1127	1463.5	491.5	703	570	782	1624	1549	778	855.5	956.5	723.5	448.5	468	1667	1789	626	614	800.5	423.5	692	429.5
PU07390	G101P62	99	203.5	332.5	399	639.5	1186.5	417	617	90	225	334.5	220	720.5	1091.5	1035.5	786.5	347.5	559	54.5	170.5	431	621	636	991.5	219.5	258.5	838.5	1162	922.5	863.5	469	648	335	510.5	653	1209.5	698.5	826.5	662.5	1017.5
PU07576	G101P08	766	1283.5	1429.5	2030.5	4316	7420.5	2681	4550	842.5	1534	1176.5	1342.5	4412.5	6912	6407.5	6007.5	1435.5	2322.5	405.5	840.5	2730.5	3847	4140	5648	884	886	5270.5	5996	5537.5	4457.5	3411	3703	1130.5	763	3822	2890.5	4180.5	1947.5	4452	2202.5
PU07384	G100P82	552.5	939.5	1105	1561	553.5	1116	327	641	761	1102.5	846	782	634	1027.5	812.5	859	1306	1524	419.5	656	407.5	598.5	537	945.5	709	652	664.5	446	702.5	332.5	379.5	241	931.5	1180	551.5	860.5	470.5	520	535	631
PU07570	G099P96	14229	16568.5	20558.5	17617.5	6203	10038	4853	6637	12866.5	11546	18087	13351.5	5511	8819.5	8495.5	6195	10625.5	13026.5	10607.5	12521.5	3638.5	6271.5	4492	9175	13728	11142.5	7993.5	7848.5	8256	6000.5	3588.5	3507.5	12422	11699	4415.5	3708.5	7214	3231.5	7024.5	3731.5
PU07378	G099P83	875.5	1482.5	1828	2133.5	1715.5	2738.5	1305	2309	1002.5	1254.5	1193	986	1446.5	2509	2476	2251	1086.5	1565	681	1001	1064.5	1270	1113	1837	1106.5	997	2213.5	2164.5	2298.5	1672	997	939	1067.5	1296	963	2105.5	1879.5	1834	1887	1974.5
PU07564	G099P16	492	1083.5	891.5	1562	3569.5	7595.5	2645	8811	493.5	1104.5	649	841.5	3360.5	7086.5	5256	8269.5	450.5	761	179.5	315	1932	1746.5	3173.5	2930	419.5	167	4403	1264.5	4230	985.5	2117.5	543.5	529.5	544	2691	3601	3836.5	3109.5	4265	3607.5
PU07372	G099P05	236.5	314.5	542	454	1309	1801	1110.5	1420.5	233	311.5	372.5	255	1453.5	1710	2087.5	1330.5	363.5	637.5	175	327.5	1322.5	1597.5	895.5	1533.5	308.5	526.5	1388.5	2440.5	1688	2206.5	831.5	1547.5	372.5	444	1139.5	1617.5	1396.5	1127	1236.5	1171
PU07198	G089P52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	1.5	0	0	0	0	0	2.5	0	0	0	0	0	0
PU07006	G089P43	218.5	387.5	544.5	537	1509.5	2930.5	909	1792	222	468	346.5	435	1392.5	2425	2255.5	2273	476.5	668	91.5	273	778	1034	1433	1772.5	277	210	2090	1588.5	2020.5	1083.5	1044.5	791.5	402.5	420.5	1063	937.5	1644.5	895.5	1691.5	1024.5
PU07192	G088P74	1273	744.5	1737.5	987.5	5860.5	476.5	3757.5	483.5	1085.5	680	1349	571.5	5494	499	7720.5	538.5	1981	1834.5	676	921.5	2608	2526	6021.5	4336	1538.5	3048.5	7393.5	36743.5	7832.5	27494	4131.5	19828	1567.5	1565	3364.5	4055.5	6193	3808.5	6813.5	4857.5
PU07000	G088P59	1427.5	2720	2724.5	4005	11412	23926	7554	21196	1401	2613.5	1953	2418.5	11121.5	21749	15585.5	24782	1803.5	2717.5	835	1329	7230	7378	12116	11008.5	1569	995	15652.5	5990.5	15532	4302	7050.5	3136	2001	1300.5	9728.5	4718	12766	3886	12962.5	4507.5
PU07186	G087P95	236.5	522.5	563.5	956.5	2733	5778.5	1832.5	4289	299.5	660	405.5	516	2789	5305	3667	4998	418.5	657.5	49	165	1216	1426	3057	3411	257.5	189.5	3046.5	1812.5	3159	1379.5	1721	1027	409	472.5	2006.5	2299.5	2348	1840.5	3400	2925.5
PU06994	G087P86	0	17	69	55	44	168.5	35	103	0	55	46.5	0	43	173	171	162.5	46.5	163	0	51	45.5	134	34.5	137	26	57	83	161.5	86	102	4.5	69.5	33.5	166.5	77	210	59.5	107.5	49	117.5
PU07180	G087P30	105.5	262	372	354.5	766.5	1172	402.5	545.5	114	253	311	179	774	1014	1242.5	985.5	354	522.5	97.5	195	393	518	676	948	193	267	995	1478.5	982	1012.5	565.5	822	279.5	385.5	615	909.5	654	629	800	871
PU06988	G087P23	2445.5	3352.5	4125.5	4298.5	168	304	89.5	171	2677	2685	3888.5	3071	187.5	339	369	326	4630	3775	2360.5	2751.5	80.5	139.5	133.5	140	3032	2638.5	251	227	248	159	75	78	2720	3031.5	137	570	124	290	128.5	378.5
PU06814	G077P22	41054	47793	57743.5	56294	844.5	1353	552	1081	37423	34093	56705.5	38933	763.5	1127	1134.5	1163	32458.5	36387	34621.5	38524	585.5	674	552	842.5	39675	35224.5	1208.5	1021.5	1175.5	809.5	505.5	433.5	43904	47163	628	1819	950.5	1602.5	899.5	1762.5
PU06622	G077P10	92.5	371	364	588	583.5	1390.5	409.5	2164.5	106.5	253.5	216	144.5	593	1254.5	929.5	2242	109.5	348.5	40.5	78	345.5	229.5	390	268	149.5	120	825.5	152	907	154	350	60	135.5	179.5	372	320	732	190.5	734.5	191.5
PU06808	G076P39	498	701	1079.5	1201.5	853.5	849	577.5	328.5	611	769	669	541	783.5	819	1227	381.5	740	1359	387.5	647.5	466	920.5	476.5	1377.5	698	794.5	1130	1932	1158	1541	500	872.5	752	1253	617.5	2157	886	1809	905	2043
PU06616	G076P21	224.5	396.5	515	668.5	1680.5	2864	1126	2174	235.5	414.5	377	444.5	1636	2905	2596	2280	348.5	682	142.5	304.5	1084	1381.5	1277.5	2087	304	343	2378.5	3090.5	2482	2279	1224	1475	456	368	1127.5	1500	1983	1190	1973.5	1362
PU06802	G075P51	127	402	378.5	601.5	655	1818.5	474	2264	123	354.5	220	218.5	601	1633	794	2304.5	258.5	230.5	51.5	119	354.5	185	782.5	233.5	164	106	761.5	130	705.5	131	313	41.5	234	316.5	517	244	609	155.5	771	198
PU06610	G075P37	2923	2116.5	5134.5	3266.5	27773	19535.5	18430	7964.5	2652	3004	3922.5	2983.5	27169.5	18420.5	39662	9053	4645	7978	1670.5	4059.5	16108.5	25751	23185	36971	3337	6472.5	28787.5	65535	33131	63368.5	16431.5	44388	4274	1344.5	21922	2792	30822	2339.5	28797.5	2294
PU06796	G074P49	787	910.5	1548	1415	5189.5	8129	2987	4094	763	1287	947.5	1056.5	4538	7099	6778.5	4868	1396	2800.5	362	993.5	2672.5	5110	4858.5	9523.5	834.5	771	6235	7104.5	6439.5	5197.5	3544.5	3907	1104.5	804	3849.5	3142.5	4959.5	2560	5438	3106.5
PU06604	G074P40	2245	2498	3700	3008.5	715.5	696.5	514	489.5	2046	1817	3295	2108.5	768	663	1173.5	586	2899.5	2612	1909	2105.5	457	476.5	710.5	601	2350	1907.5	928.5	774	1034.5	587.5	487	423	2729.5	2838.5	568	3435	767.5	2759	768	3593
PU06430	G063P80	1429.5	2817	2952.5	4398	13352.5	27461.5	7687	20157.5	1591	2873	2129	2570	12863	25400.5	20150	29252	1496.5	2663	829	1296	7732	7353.5	12954.5	12578	1677.5	896.5	19217.5	6044.5	19228	4448	11207.5	3399.5	2176	1901	10890	7146.5	14451	5666	15121	7162.5
PU06238	G063P70	22929	26560.5	39666	35841	399	421.5	232.5	420	21337	19748.5	35260.5	26424	438	420.5	724	461.5	26168.5	24990.5	21472	24694.5	352	303	406.5	280.5	26038.5	22467.5	624.5	501	697	438.5	321.5	277	32270	32465	433	2147	510.5	1566	407	1979
PU06424	G063P14	8902	10439	14301	12842	809	413	355	203.5	8572	7822	13586	9515.5	758	448	1223	340	13658.5	10788	7788.5	8984	391.5	409.5	708	681.5	9735	8258	998.5	2290.5	1002	1665.5	553	1275	9608	10183	631	2564	685.5	1751.5	816	2519.5
PU06232	G063P01	2661	2797	4537	3903	22030	15711.5	15406	9194	2919.5	3033	4828.5	3176.5	22938.5	15879	32813.5	10722.5	4975.5	5753	2367	3402	16745	17018	18775.5	19598	3791.5	6823	17292	57624.5	19981.5	48403	11395.5	36015	4168	4177.5	23005.5	21882	21058	13222	14160.5	13825.5
PU06418	G061P92	6045	7326.5	9921	8723.5	1111	2225	803	985.5	5696	4752.5	8013.5	5583	1045.5	1939.5	1433.5	883.5	5988	6032.5	4837	5368.5	618	963	876	1722.5	6248	5265.5	1460.5	2353	1538.5	1708.5	599.5	982.5	4894.5	4819.5	683	658	1285.5	573	1456	671
PU06226	G061P78	406.5	705.5	878.5	931	2857.5	3968.5	1909.5	3529.5	451	688.5	661	576.5	2622	3791.5	4142	3609	486	963.5	280	476	1820.5	2071	1878	2677.5	556	543.5	3813.5	4538.5	4004.5	3764.5	1749.5	2203	602.5	833.5	1631	3555	3170.5	3585	2995.5	3946.5
PU06412	G061P24	1434.5	1668	2458.5	2407	9424.5	10480.5	6057.5	7154.5	1427	1805.5	1853.5	1429.5	8885	9588	14453	9389	1472	2715	788	1457	5575	6336.5	7091	10052.5	1541.5	1899.5	12997	17925.5	13205	13639	6114.5	8187	1862.5	3707.5	7509.5	21961.5	10824	20125	10869	22728
PU06220	G061P16	100	281	444	425	1464	2921.5	1072	1794	163	362.5	269.5	276	1479	2476	2233.5	1984	296.5	638.5	114.5	252	884.5	1371	1311.5	2089.5	217.5	211.5	1817.5	2226.5	1997	1783.5	946.5	1032.5	334.5	354.5	1179.5	1343	1549.5	939	1511	1045.5
PU06057	UB63CPH07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
